action
"[0.0, -0.030762657523155212]"
"[0.0, -0.03268532454967499]"
"[0.0, -0.033692434430122375]"
"[0.0, -0.033692434430122375]"
"[0.0, -0.033692434430122375]"
"[0.0, -0.033692434430122375]"
"[0.12521743774414062, -0.11493270844221115]"
"[0.6145512461662292, -0.395336776971817]"
"[0.7284768223762512, -0.49507126212120056]"
"[0.8191778063774109, -0.5521408915519714]"
"[0.8587298393249512, -0.5760979056358337]"
"[0.8714560270309448, -0.5861384868621826]"
"[0.8729209303855896, -0.6039918065071106]"
"[0.8667562007904053, -0.617938756942749]"
"[0.8637958765029907, -0.6251716613769531]"
"[0.861415445804596, -0.6262398362159729]"
"[0.861049234867096, -0.6282845735549927]"
"[0.861049234867096, -0.6282845735549927]"
"[0.860957682132721, -0.6293221712112427]"
"[0.8584551811218262, -0.6315194964408875]"
"[0.8521072864532471, -0.634815514087677]"
"[0.8317514657974243, -0.65233314037323]"
"[0.8185979723930359, -0.6638081073760986]"
"[0.8123722076416016, -0.6667378544807434]"
"[0.8096866011619568, -0.6726279258728027]"
"[0.8096866011619568, -0.6726279258728027]"
"[0.8096866011619568, -0.6726279258728027]"
"[0.7789239287376404, -0.5960875153541565]"
"[0.24765770137310028, -0.05246131867170334]"
"[0.12045655399560928, -0.022675253450870514]"
"[0.0, 0.02459791861474514]"
"[0.0, 0.125766783952713]"
"[0.0, 0.4464552700519562]"
"[0.11496322602033615, 0.7576525211334229]"
"[0.13867610692977905, 1.000030517578125]"
"[0.15338602662086487, 1.000030517578125]"
"[0.17200231552124023, 1.000030517578125]"
"[0.1823480874300003, 1.000030517578125]"
"[0.18494217097759247, 1.000030517578125]"
"[0.18747520446777344, 1.000030517578125]"
"[0.18747520446777344, 1.000030517578125]"
"[0.18747520446777344, 0.9714041352272034]"
"[0.18747520446777344, 0.6087222099304199]"
"[0.1750236451625824, 0.08896145224571228]"
"[0.10510575026273727, 0.022003846243023872]"
"[0.0, -0.019989624619483948]"
"[0.0, -0.04684591293334961]"
"[0.0, -0.0552690215408802]"
"[0.0, -0.08542130887508392]"
"[0.11731315404176712, -0.1350138932466507]"
"[0.13657033443450928, -0.15381328761577606]"
"[0.1659596562385559, -0.1589404046535492]"
"[0.2058473527431488, -0.16190069913864136]"
"[0.2225714921951294, -0.16495254635810852]"
"[0.22742393612861633, -0.1752678006887436]"
"[0.22864466905593872, -0.1906796544790268]"
"[0.2303537130355835, -0.19727164506912231]"
"[0.2303537130355835, -0.1984618604183197]"
"[0.22083193063735962, -0.18765830993652344]"
"[0.14160588383674622, -0.10425122827291489]"
"[0.0, -0.051820430904626846]"
"[0.0, -0.031373027712106705]"
"[0.0, -0.02136295661330223]"
"[0.0, -0.015259254723787308]"
"[0.0, -0.01474044006317854]"
"[0.0, -0.012329477816820145]"
"[0.0, -0.012329477816820145]"
"[0.0, -0.011871700175106525]"
"[0.0, -0.011749626137316227]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.011597033590078354]"
"[0.0, -0.016357921063899994]"
"[0.0, -0.019531846046447754]"
"[0.0, -0.013733329251408577]"
"[0.0, 0.024048585444688797]"
"[0.0, 0.07858516275882721]"
"[0.0, 0.21216468513011932]"
"[0.0, 0.33014923334121704]"
"[0.0, 0.45799127221107483]"
"[0.0, 0.5893124341964722]"
"[0.0, 0.7148655652999878]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.15311136841773987, 1.000030517578125]"
"[0.19421979784965515, 1.000030517578125]"
"[0.2229072004556656, 1.000030517578125]"
"[0.23578600585460663, 1.000030517578125]"
"[0.24048586189746857, 1.000030517578125]"
"[0.24048586189746857, 1.000030517578125]"
"[0.24210333824157715, 1.000030517578125]"
"[0.24210333824157715, 1.000030517578125]"
"[0.24210333824157715, 1.000030517578125]"
"[0.24210333824157715, 1.000030517578125]"
"[0.24210333824157715, 1.000030517578125]"
"[0.2375560849905014, 1.000030517578125]"
"[0.2375560849905014, 1.000030517578125]"
"[0.2375560849905014, 1.000030517578125]"
"[0.2375560849905014, 1.000030517578125]"
"[0.2375560849905014, 1.000030517578125]"
"[0.2375560849905014, 1.000030517578125]"
"[0.23163548111915588, 1.000030517578125]"
"[0.21778008341789246, 0.6788232326507568]"
"[0.0, -0.025849178433418274]"
"[0.0, -0.020172735676169395]"
"[0.0, -0.020172735676169395]"
"[0.0, -0.039613027125597]"
"[0.0, -0.16202276945114136]"
"[0.0, -0.5159459114074707]"
"[0.191167950630188, -0.6213873624801636]"
"[0.27289649844169617, -0.774040937423706]"
"[0.36045411229133606, -0.9013336300849915]"
"[0.3910641670227051, -0.9452497959136963]"
"[0.40122684836387634, -0.9596545100212097]"
"[0.4042176604270935, -0.964415431022644]"
"[0.4042176604270935, -0.964415431022644]"
"[0.4058046340942383, -0.9661244750022888]"
"[0.4058046340942383, -0.9661244750022888]"
"[0.4058046340942383, -0.9661244750022888]"
"[0.4058046340942383, -0.9661244750022888]"
"[0.40733054280281067, -0.9661244750022888]"
"[0.40733054280281067, -0.9661244750022888]"
"[0.40891751646995544, -0.9661244750022888]"
"[0.41026031970977783, -0.9661244750022888]"
"[0.4122135043144226, -0.9661244750022888]"
"[0.4122135043144226, -0.9661244750022888]"
"[0.4122135043144226, -0.9661244750022888]"
"[0.4122135043144226, -0.9661244750022888]"
"[0.41541793942451477, -0.9661244750022888]"
"[0.41691336035728455, -0.9661244750022888]"
"[0.41843926906585693, -0.9661244750022888]"
"[0.4199346899986267, -0.9661244750022888]"
"[0.4199346899986267, -0.9661244750022888]"
"[0.4215826988220215, -0.9661244750022888]"
"[0.42286446690559387, -0.9661244750022888]"
"[0.42606890201568604, -0.9661244750022888]"
"[0.4345530569553375, -0.9661244750022888]"
"[0.4459364712238312, -0.9610583782196045]"
"[0.4513992667198181, -0.9575182199478149]"
"[0.45805230736732483, -0.9539170265197754]"
"[0.46339306235313416, -0.9483932256698608]"
"[0.47355571389198303, -0.9439679980278015]"
"[0.5159459114074707, -0.9331034421920776]"
"[0.5411847233772278, -0.887630820274353]"
"[0.221655935049057, -0.6025574803352356]"
"[0.12433240562677383, -0.28144168853759766]"
"[0.0, -0.12256233394145966]"
"[0.0, -0.02127140201628208]"
"[0.0, 0.06216620281338692]"
"[0.0, 0.36780908703804016]"
"[0.0, 0.5067598223686218]"
"[0.0, 0.8125858306884766]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 0.9933164715766907]"
"[0.0, 0.940397322177887]"
"[0.0, 0.8796349763870239]"
"[0.0, 0.8405102491378784]"
"[0.0, 0.8244270086288452]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8194525241851807]"
"[0.0, 0.8057802319526672]"
"[0.0, 0.7666555047035217]"
"[0.0, 0.7509384155273438]"
"[0.0, 0.7436140179634094]"
"[0.0, 0.7403790354728699]"
"[0.0, 0.7362895607948303]"
"[0.0, 0.729544997215271]"
"[0.0, 0.7005524039268494]"
"[0.0, -0.025940733030438423]"
"[0.0, 0.002929776906967163]"
"[0.0, 0.010803552344441414]"
"[0.0, 0.011261329986155033]"
"[0.0, 0.01150547806173563]"
"[0.0, 0.01150547806173563]"
"[0.0, 0.01150547806173563]"
"[0.0, 0.01156651508063078]"
"[0.0, 0.01156651508063078]"
"[0.0, 0.006653035059571266]"
"[0.0, -0.008087405003607273]"
"[0.0, -0.012787255458533764]"
"[0.0, -0.014069032855331898]"
"[0.0, 0.014801477082073689]"
"[0.0, 0.0718405693769455]"
"[0.0, 0.18707846105098724]"
"[0.0, 0.36033204197883606]"
"[0.0, 0.5299844145774841]"
"[0.0, 0.6777550578117371]"
"[0.13730277121067047, 0.8158208131790161]"
"[0.20984527468681335, 1.000030517578125]"
"[0.2547074854373932, 1.000030517578125]"
"[0.2701803743839264, 1.000030517578125]"
"[0.2761009633541107, 1.000030517578125]"
"[0.2789086699485779, 1.000030517578125]"
"[0.28189948201179504, 1.000030517578125]"
"[0.28318125009536743, 1.000030517578125]"
"[0.2848902940750122, 1.000030517578125]"
"[0.2861720621585846, 1.000030517578125]"
"[0.2861720621585846, 1.000030517578125]"
"[0.2861720621585846, 1.000030517578125]"
"[0.28782007098197937, 1.000030517578125]"
"[0.28782007098197937, 1.000030517578125]"
"[0.28913235664367676, 1.000030517578125]"
"[0.2925809621810913, 1.000030517578125]"
"[0.2941373884677887, 1.000030517578125]"
"[0.29551073908805847, 1.000030517578125]"
"[0.28980377316474915, 0.9883419275283813]"
"[0.2863246500492096, 0.6294442415237427]"
"[0.2761925160884857, 0.03418073058128357]"
"[0.18106631934642792, -0.2717673182487488]"
"[0.173650324344635, -0.39313945174217224]"
"[0.3420514464378357, -0.6781823039054871]"
"[0.5867183208465576, -0.8151188492774963]"
"[0.5921506285667419, -0.8624531030654907]"
"[0.5921506285667419, -0.8780175447463989]"
"[0.5921506285667419, -0.8837244510650635]"
"[0.5868709087371826, -0.8838770985603333]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5868098735809326, -0.886440634727478]"
"[0.5899838209152222, -0.886440634727478]"
"[0.5899838209152222, -0.886440634727478]"
"[0.5932188034057617, -0.8811914324760437]"
"[0.5965147614479065, -0.8811914324760437]"
"[0.599230945110321, -0.8777733445167542]"
"[0.599475085735321, -0.8777733445167542]"
"[0.6028016209602356, -0.8746299743652344]"
"[0.6059449911117554, -0.8744468688964844]"
"[0.6086306571960449, -0.8744468688964844]"
"[0.6091494560241699, -0.8716391324996948]"
"[0.6091494560241699, -0.8716391324996948]"
"[0.6125980615615845, -0.8714560270309448]"
"[0.6125980615615845, -0.868984043598175]"
"[0.6230964064598083, -0.868556797504425]"
"[0.6567888259887695, -0.8464308381080627]"
"[0.7024750709533691, -0.8189336657524109]"
"[0.7017731070518494, -0.7524643540382385]"
"[0.2232734113931656, -0.191412091255188]"
"[0.0, -0.0868861973285675]"
"[0.0, -0.015198217704892159]"
"[0.0, 0.0395519882440567]"
"[0.0, 0.1581164002418518]"
"[0.0, 0.3328043520450592]"
"[0.0, 0.6146122813224792]"
"[0.0, 0.7448652386665344]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 1.000030517578125]"
"[0.0, 0.9075594544410706]"
"[0.0, 0.443281352519989]"
"[0.0, -0.022461622953414917]"
"[0.0, -0.014526810497045517]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.00958281196653843]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.008301034569740295]"
"[0.0, -0.016479995101690292]"
"[0.0, -0.021881772205233574]"
"[0.10534989833831787, -0.07824946194887161]"
"[0.1665700227022171, -0.16559343039989471]"
"[0.2230292707681656, -0.24484999477863312]"
"[0.3396710157394409, -0.3632313013076782]"
"[0.4372386932373047, -0.4865871071815491]"
"[0.5225074291229248, -0.5784478187561035]"
"[0.5679189562797546, -0.6247444152832031]"
"[0.617755651473999, -0.6792199611663818]"
"[0.7111117839813232, -0.7448042035102844]"
"[0.7419660091400146, -0.766533374786377]"
"[0.7506942749023438, -0.773827314376831]"
"[0.7541123628616333, -0.7750480771064758]"
"[0.7556993365287781, -0.7767876386642456]"
"[0.7556993365287781, -0.7767876386642456]"
"[0.7556993365287781, -0.7767876386642456]"
"[0.7556993365287781, -0.7767876386642456]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7556993365287781, -0.7779778242111206]"
"[0.7044282555580139, -0.7365337014198303]"
"[0.14496292173862457, -0.3402813673019409]"
"[0.0, -0.046418651938438416]"
"[0.0, -0.020050661638379097]"
"[0.0, 0.03332621231675148]"
"[0.0, 0.13287758827209473]"
"[0.0, 0.4838404357433319]"
"[-0.24198126792907715, 0.8131351470947266]"
"[-0.3326212465763092, 0.9349040389060974]"
"[-0.3419293761253357, 1.000030517578125]"
"[-0.32013916969299316, 1.000030517578125]"
"[-0.3090304136276245, 1.000030517578125]"
"[-0.2921231687068939, 1.000030517578125]"
"[-0.27549058198928833, 1.000030517578125]"
"[-0.26709800958633423, 1.000030517578125]"
"[-0.2606280744075775, 1.000030517578125]"
"[-0.2529068887233734, 1.000030517578125]"
"[-0.24304941296577454, 1.000030517578125]"
"[-0.23361918330192566, 1.000030517578125]"
"[-0.21890926361083984, 1.000030517578125]"
"[-0.19739371538162231, 1.000030517578125]"
"[-0.17972350120544434, 1.000030517578125]"
"[-0.17197179794311523, 1.000030517578125]"
"[-0.1660512089729309, 1.000030517578125]"
"[-0.16260261833667755, 1.000030517578125]"
"[-0.1598559468984604, 1.000030517578125]"
"[-0.15692616999149323, 1.000030517578125]"
"[-0.15390484035015106, 1.000030517578125]"
"[-0.15265358984470367, 1.000030517578125]"
"[-0.15265358984470367, 1.000030517578125]"
"[-0.1508529931306839, 1.000030517578125]"
"[-0.11484114825725555, 1.000030517578125]"
"[0.2141483873128891, 0.9028290510177612]"
"[0.32224494218826294, 0.7215796113014221]"
"[0.3741569221019745, 0.6094241142272949]"
"[0.39112523198127747, 0.5716117024421692]"
"[0.39939573407173157, 0.5613574385643005]"
"[0.40845972299575806, 0.5596789717674255]"
"[0.4293954372406006, 0.5926083922386169]"
"[0.4500564634799957, 0.6232184767723083]"
"[0.45728933811187744, 0.6363109350204468]"
"[0.45838800072669983, 0.6394848227500916]"
"[0.45838800072669983, 0.6407055854797363]"
"[0.4538102447986603, 0.6407055854797363]"
"[0.4538102447986603, 0.6407055854797363]"
"[0.4538102447986603, 0.6407055854797363]"
"[0.4512161612510681, 0.6407055854797363]"
"[0.44749289751052856, 0.6407055854797363]"
"[0.43125706911087036, 0.6407055854797363]"
"[0.4200872778892517, 0.5580919981002808]"
"[0.41837823390960693, 0.24100467562675476]"
"[0.41709646582603455, 0.08236945420503616]"
"[0.43388164043426514, -0.21002838015556335]"
"[0.5414288640022278, -0.35337382555007935]"
"[0.826532781124115, -0.52061527967453]"
"[0.8493606448173523, -0.5946836471557617]"
"[0.8506424427032471, -0.6242561340332031]"
"[0.8385570645332336, -0.6365550756454468]"
"[0.8302255272865295, -0.6460158228874207]"
"[0.82576984167099, -0.6543473601341248]"
"[0.8222907185554504, -0.6573076844215393]"
"[0.8195745944976807, -0.6600848436355591]"
"[0.8166447877883911, -0.6605731248855591]"
"[0.8166447877883911, -0.6605731248855591]"
"[0.8135624527931213, -0.6631367206573486]"
"[0.8135624527931213, -0.6631367206573486]"
"[0.8135624527931213, -0.6631367206573486]"
"[0.8135624527931213, -0.6631367206573486]"
"[0.8135624527931213, -0.6635029315948486]"
"[0.8135624527931213, -0.6635029315948486]"
"[0.82686847448349, -0.6547135710716248]"
"[0.8469802141189575, -0.635425865650177]"
"[0.5754570364952087, -0.5328531861305237]"
"[0.22788171470165253, -0.21259193122386932]"
"[0.10049745440483093, -0.07400738447904587]"
"[0.0, -0.03631702810525894]"
"[0.0, -0.022003846243023872]"
"[0.0, -0.016205329447984695]"
"[0.0, -0.01263466291129589]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, -0.010803552344441414]"
"[0.0, 0.0007324442267417908]"
"[0.0, 0.020264290273189545]"
"[0.0, 0.04577776417136192]"
"[0.0, 0.0639057606458664]"
"[0.0, 0.08099612593650818]"
"[0.0, 0.10699789226055145]"
"[0.0, 0.13367107510566711]"
"[0.0, 0.16309091448783875]"
"[0.0, 0.20328378677368164]"
"[0.0, 0.2593768239021301]"
"[0.12543107569217682, 0.3318582773208618]"
"[0.16974395513534546, 0.4046754240989685]"
"[0.2294381558895111, 0.44776758551597595]"
"[0.30506300926208496, 0.47233498096466064]"
"[0.36979278922080994, 0.504867672920227]"
"[0.4057435691356659, 0.5314493179321289]"
"[0.4362621009349823, 0.5697805881500244]"
"[0.45567187666893005, 0.617145299911499]"
"[0.46281319856643677, 0.6375621557235718]"
"[0.46626177430152893, 0.6447340250015259]"
"[0.4693746864795685, 0.6480910778045654]"
"[0.4693746864795685, 0.6497390866279602]"
"[0.47148045897483826, 0.6511734127998352]"
"[0.47193822264671326, 0.6511734127998352]"
"[0.4744407534599304, 0.6511734127998352]"
"[0.4744407534599304, 0.6511734127998352]"
"[0.4748985171318054, 0.6511734127998352]"
"[0.4748985171318054, 0.6511734127998352]"
"[0.47123631834983826, 0.6511734127998352]"
"[0.4455397129058838, 0.598834216594696]"
"[0.3550218343734741, 0.4619891941547394]"
"[0.24143192172050476, 0.16394543647766113]"
"[0.12823878228664398, 0.07681509107351303]"
"[0.0, 0.02209540084004402]"
"[0.0, -0.0098574785515666]"
"[0.0, -0.03488265722990036]"
"[0.1110568568110466, -0.14038515090942383]"
"[0.18588824570178986, -0.25751519203186035]"
"[0.3164769411087036, -0.3905758857727051]"
"[0.41544845700263977, -0.48728904128074646]"
"[0.52140873670578, -0.5632801055908203]"
"[0.599139392375946, -0.6236762404441833]"
"[0.6577959656715393, -0.6623737215995789]"
"[0.7041841149330139, -0.6932584643363953]"
"[0.7336344718933105, -0.7019256949424744]"
"[0.7642444968223572, -0.7212744355201721]"
"[0.773247480392456, -0.7283547520637512]"
"[0.7759636044502258, -0.730368971824646]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7788934111595154, -0.731406569480896]"
"[0.7570116519927979, -0.6774193644523621]"
"[0.20313119888305664, -0.33787041902542114]"
"[0.1273537427186966, -0.16980499029159546]"
"[0.0, -0.0714438334107399]"
"[0.0, -0.01342814415693283]"
"[0.0, 0.029541917145252228]"
"[0.0, 0.05453657731413841]"
"[0.0, 0.08056886494159698]"
"[0.0, 0.14828944206237793]"
"[0.0, 0.27329325675964355]"
"[0.0, 0.38431960344314575]"
"[0.0, 0.4522232711315155]"
"[0.0, 0.5145725607872009]"
"[0.0, 0.6121097207069397]"
"[0.0, 0.6967986226081848]"
"[0.0, 0.7691274881362915]"
"[0.0, 0.8121280670166016]"
"[0.0, 0.8274788856506348]"
"[0.0, 0.8323923349380493]"
"[0.0, 0.8346506953239441]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8350474834442139]"
"[0.0, 0.8281197547912598]"
"[0.0, 0.7495346069335938]"
"[0.0, 0.40031129121780396]"
"[0.1350138932466507, 0.3007293939590454]"
"[0.17117832601070404, 0.17255164682865143]"
"[0.2059389054775238, 0.06210516765713692]"
"[0.3016754686832428, -0.052705466747283936]"
"[0.5973387956619263, -0.2308420091867447]"
"[0.7588427662849426, -0.39326152205467224]"
"[0.8587298393249512, -0.49598681926727295]"
"[0.8902859687805176, -0.538285493850708]"
"[0.8984344005584717, -0.5581225156784058]"
"[0.8997772336006165, -0.5663930177688599]"
"[0.8997772336006165, -0.5699331760406494]"
"[0.8997772336006165, -0.5699331760406494]"
"[0.8997772336006165, -0.5731375813484192]"
"[0.8997772336006165, -0.5761589407920837]"
"[0.8952299356460571, -0.5795770287513733]"
"[0.8951383829116821, -0.5796685814857483]"
"[0.8921781182289124, -0.5828119516372681]"
"[0.8921781182289124, -0.5828119516372681]"
"[0.8921781182289124, -0.5828119516372681]"
"[0.8921781182289124, -0.5828119516372681]"
"[0.8886989951133728, -0.5857417583465576]"
"[0.8852809071540833, -0.5888240933418274]"
"[0.8821070194244385, -0.5889767408370972]"
"[0.8818323016166687, -0.5981627702713013]"
"[0.8788415193557739, -0.6015198230743408]"
"[0.8788415193557739, -0.6019165515899658]"
"[0.8760643601417542, -0.6057313680648804]"
