action
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, -0.1035798192024231]"
"[0.0, 0.0, -0.126102477312088]"
"[0.0, 0.0, -0.14624470472335815]"
"[0.0, 0.0, -0.1661122441291809]"
"[0.0, 0.0, -0.20932646095752716]"
"[0.0, 0.0, -0.2310251146554947]"
"[0.0, 0.0, -0.2456434816122055]"
"[0.0, 0.0, -0.2548295557498932]"
"[0.0, 0.0, -0.2613300085067749]"
"[0.0, 0.0, -0.26535844802856445]"
"[0.0, 0.0, -0.26670125126838684]"
"[0.0, 0.0, -0.2686239182949066]"
"[0.0, 0.0, -0.269844651222229]"
"[0.0, 0.0, -0.269844651222229]"
"[0.0, 0.0, -0.269844651222229]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.2716757655143738]"
"[0.0, 0.0, -0.23999756574630737]"
"[0.0, 0.0, -0.14563432335853577]"
"[0.0, 0.0, -0.10376293212175369]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.10031434148550034]"
"[0.0, 0.0, 0.14624470472335815]"
"[0.0, 0.0, 0.18872646987438202]"
"[0.0, 0.0, 0.23389385640621185]"
"[0.0, 0.0, 0.28965118527412415]"
"[0.0, 0.0, 0.3407391607761383]"
"[0.0, 0.0, 0.38373973965644836]"
"[0.0, 0.0, 0.4138004779815674]"
"[0.0, 0.0, 0.43345439434051514]"
"[0.0, 0.0, 0.4460280239582062]"
"[0.0, 0.0, 0.4540543854236603]"
"[0.0, 0.0, 0.45826593041419983]"
"[0.0, 0.0, 0.45826593041419983]"
"[0.0, 0.0, 0.4535965919494629]"
"[0.0, 0.0, 0.4464552700519562]"
"[0.0, 0.0, 0.4345835745334625]"
"[0.0, 0.0, 0.41587573289871216]"
"[0.0, 0.0, 0.3817865550518036]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.11340678483247757, 0.0]"
"[0.0, 0.14026306569576263, 0.0]"
"[0.0, 0.1658375859260559, 0.0]"
"[0.0, 0.19406719505786896, 0.0]"
"[0.0, 0.21747489273548126, 0.0]"
"[0.0, 0.23474837839603424, 0.0]"
"[0.0, 0.2466505914926529, 0.0]"
"[0.0, 0.2542802095413208, 0.0]"
"[0.0, 0.25916317105293274, 0.0]"
"[0.0, 0.2624591886997223, 0.0]"
"[0.0, 0.26468703150749207, 0.0]"
"[0.0, 0.26581621170043945, 0.0]"
"[0.0, 0.26581621170043945, 0.0]"
"[0.0, 0.26581621170043945, 0.0]"
"[0.0, 0.26761680841445923, 0.0]"
"[0.0, 0.26761680841445923, 0.0]"
"[0.0, 0.26761680841445923, 0.0]"
"[0.0, 0.2688375413417816, 0.0]"
"[0.0, 0.2688375413417816, 0.0]"
"[0.0, 0.2718283534049988, 0.0]"
"[0.0, 0.2718283534049988, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.27488020062446594, 0.0]"
"[0.0, 0.26673176884651184, 0.0]"
"[0.0, 0.2550431787967682, 0.0]"
"[0.0, 0.2229377180337906, 0.0]"
"[0.0, 0.1503036618232727, 0.0]"
"[0.0, 0.10519730299711227, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0]"
"[-0.10824915021657944, 0.0, 0.0]"
"[-0.12143314629793167, 0.0, 0.0]"
"[-0.13217566907405853, 0.0, 0.0]"
"[-0.1422467678785324, 0.0, 0.0]"
"[-0.15689565241336823, 0.0, 0.0]"
"[-0.17212440073490143, 0.0, 0.0]"
"[-0.18637654185295105, 0.0, 0.0]"
"[-0.1987670511007309, 0.0, 0.0]"
"[-0.21112704277038574, 0.0, 0.0]"
"[-0.21658986806869507, 0.0, 0.0]"
"[-0.22034363448619843, 0.0, 0.0]"
"[-0.2226325273513794, 0.0, 0.0]"
"[-0.2230597883462906, 0.0, 0.0]"
"[-0.2230597883462906, 0.0, 0.0]"
"[-0.2231513410806656, 0.0, 0.0]"
"[-0.22574540972709656, 0.0, 0.0]"
"[-0.22693563997745514, 0.0, 0.0]"
"[-0.22693563997745514, 0.0, 0.0]"
"[-0.22870570421218872, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.2302926778793335, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.23175756633281708, 0.0, 0.0]"
"[-0.22519607841968536, 0.0, 0.0]"
"[-0.2055726796388626, 0.0, 0.0]"
"[-0.1669667661190033, 0.0, 0.0]"
